review_es,sentiment
"Después del éxito de la muerte, y se trata de que se trata de que no sea sorprendente que en realidad, en la década de 1990, un exceso de ""morir duro en un ..."" ""películas cobradas en el tipo equivocado, lugar equivocado, concepto de tiempo equivocado. Eso es lo que hicieron con Cliffhanger, morir con fuerza en una montaña justo a tiempo para rescatar 'Stop o mi mamá dispararán' Stallone's Career.cliffhanger es un gran sueño de Nit-Pickers, especialmente a aquellos que son expertos en la escalada de montaña, la base -Jumping, aviación, expresiones faciales, habilidades de actuación. En general, está lleno de excusas para despedir la película como una pila de basura. ¡Stallone incluso logró salir corrido por un caballo! Sin embargo, si se olvida de todas las tonterías, en realidad es un jugador muy amable e innegablemente entretenido que ofrece una gran cantidad de emociones, y involuntariamente, muchas risas, tienes que amar a John Lithgows Sney Malvanness, su garrapata de cada banda de caja de Baddies, y lo mejor de todo, el agente de 'TurnCoat' de forma permanente hostilizada y desventurada, Rex Linn como Travers. Puede haber sido Henry en 'Retrato de un asesino en serie', pero Michael Rooker es notable por un rendimiento digno de creshas como Hal, él Insiste en gritar constantemente en incredulidad dolorosa en sus captores ""que el hombre nunca lastimó a nadie"" y, seguramente, parece que realmente parece que el personaje franco de Ralph Waite es sonriendo cuando la niña se cuesta a su muerte. También debe ir a El ex actor de 'quema de Londres' Craig Fairbrass como el chico Brit Brit, que viene un cultivo mientras usa Hal como fútbol humano, sí, no puedes evitar disfrutar tanto, Hal necesitaba una buena patada. Así que olvida tu mejor juicio, quien se preocupa si 'eso nunca podría suceder ', ¡Baje sus expectativas de acción, encienda el volumen y disfrute! Y si estás buscando Qaulen, él es el que lleva el helicóptero.",positive
"Tuve la terrible desgracia de tener que ver esta ""película B"" en su totalidad. Todo lo que tengo que decir es, ¡ahorra tu tiempo y dinero!¡Esto tiene que ser la peor película de B de todos los tiempos, ¡ni siquiera debería llamarse una película B, más como una película F!Debido a que falla en todos los aspectos que hacen una buena película: la historia no es interesante en absoluto, todos los actores son delgados de papel y no son creíbles, tiene una mala dirección y las secuencias de acción son tan falsas...... Casi. La película está llena de una solanerada de mierda, que ninguna persona respetable podría encontrar diversión en el menor poco. Esta película se supone que está orientada hacia los hombres, pero todas las mujeres en él son tan absolutamenteUn poco atractivo, especialmente esa vieja cosa arrugada que viene hacia el final.¡Intentan aparecer sexy en esos disfraces extraños y horribles y fallan miserablemente! Incluso algunas de las películas B más ridículas todavía te darán algunas risas, ¡pero esto es demasiado doloroso para ver!",negative
"¡Qué película absolutamente impresionante, si tiene 2.5 horas para matar, verlo, no lo lamentará, ¡es muy divertido!Rajnikanth lleva la película sobre sus hombros y, aunque no hay nada más que él, todavía me gustó.La música de a.r.rehman toma tiempo para crecer en ti, pero después de que lo escuchaste unas cuantas veces, realmente empiezas a gustarte.",positive
"En primer lugar, vamos a obtener algunas cosas directamente aquí: a) Soy un abanico de anime, siempre ha sido de hecho (solía ver a Speed ​​Racer todo el tiempo en preescolar). b) Me gustan las varias películas B porque son hilarantes. c) Me gustan las películas de Godzilla, mucho. Muchas veces, cuando se enciende la película, parece que va a ser tu película de B de usual, hasta el FX de Mierda, ¡pero todo un auge repentino! ¡El anime se enciende! Esto es cuando la película va wwwaaaaayyyyyy cuesta abajo. ¡La animación es muy mala y barata, incluso peor que lo que recuerdo de Speed ​​Racer, ¡para CrissTakes! De hecho, es tan barato, una de las pocas escenas de la película que ""vívidamente"" recuerda es cuando un grupo de niños se queda sin escuela ... ¡y son los mismos niños una y otra vez! El FX también es terrible; Los dinosaurios se ven peor que Godzilla. Además, la transición a la acción en vivo a la animación es desorganizada, el diálogo y las voces (especialmente el doblaje inglés que vio) era horrible y estaba rogando que mi padre saliera de la cinta del reproductor de DVD / VHS; Lo único que me mantuvo sobrevivido fue agrietar bromas y comentarios como los robots y Joel / Mike en MST3K (elige la temporada). Honestamente, esta es la única forma de disfrutar apenas de disfrutar de esta película y sobrevivirlo al mismo tiempo. ""Deck, estoy planeando mostrarle esto a otro compañero Otaku Pal mío en Halloween para una noche de cine B. Debido a que es estúpido, bastante doloroso ver y involuntariamente divertido al mismo tiempo, le doy a esta película un 3/10, una mejora del 0,5/10 que originalmente voy a dar. (De acuerdo con mi escala de calificación: 3 / 10 significa bastante aburrido y mal. Tan divertido como contar con tres a menos que encuentre una manera de burlarse de ello, entonces se volverá tan divertido como contando hasta 15.)",negative
"¡Esta fue la peor película que vi en WorldFest y también recibió la menor cantidad de aplausos después!Solo puedo pensar que está recibiendo dicho reconocimiento basado en la cantidad de actores conocidos en la película.Es genial ver a J.BEALS, pero ella está solo en la película durante unos minutos.M.Parker es una actriz mucho mejor que la parte permitida para.El resto de la actuación es difícil de juzgar porque la película es tan ridícula y predecible.El personaje principal es totalmente poco intimpático y, por lo tanto, un orificio para ver.No hay una profundidad emocional real a la historia.Una película que giraba sobre un actor que no puede obtener trabajo no me siento muy original para mí.Tampoco el desarrollo del policía.Se siente como una de las muchas películas directamente a video que vi en los años 90 ... y ni siquiera una buena en esos estándares.",negative
"La historia de Karen Carpenter muestra un poco más sobre la vida compleja de Cantante Karen Carpenter.Aunque falla en dar hechos precisos, y detalles. Cynthia gibb (Portes Karen) no fue una buena elección.Ella es una buena actriz, pero juega muy ingenuamente y tipo de carpintero karen tonto.Creo que el papel necesitaba un carácter más fuerte.Alguien con una personalidad más fuerte. El papel de Fletcher, ya que Agnes Carpenter es excelente, ella hace un gran trabajo como la madre de Karen. Tiene grandes canciones, que podrían haberse incluido en un álbum de banda sonora.Lamentablemente, no lo fueron, aunque esta película estaba en la cima de las calificaciones en Estados Unidos y otros países.",positive
"""La célula"" es una obra maestra exótica, un viaje mareante no solo en la vasta mente de un asesino en serie, sino también en uno de un director muy talentoso. Esta es la evidencia concluyente de lo que se puede lograr si los seres humanos desatan sus imaginaciones desinhibidas. Esta es la audacia en el trabajo, empujando a un lado los pensamientos para caer en fórmulas y clichés y crear algo verdaderamente magnífico. Esta es la mejor película del año hasta la fecha. He leído numerosas quejas sobre esta película, en cualquier lugar de todo tipo de estilo y ninguna sustancia a personajes mal fundamentados y malas actuaciones. Para criticar negativamente a esta película es perder el punto. Esta película puede ser un hito, una tradición donde ocurra futuras películas. ""La celda"" acaba de abrir la puerta a otro mundo de la imaginación. Entonces, ¿podemos golpear la puerta en su cara y decirle a él y a su director Tarsem Singh que ya no queremos más? Personalmente, me gustaría darle la bienvenida a otra película de Tarsem, y me encantaría ver a alguien tratar de desafiarlo. Todos escuchamos hablar de ir dentro de la mente de un asesino en serie, y sí, estoy de acuerdo en que el ""género"" Es un poco excesivo. Los años 90 estaban llenos de películas que intentaban representar lo que hace que los asesinatos en serie se registren; Algunos de ellos trabajaron, pero la mayoría fracasó. Pero ""la célula"" no arma el mismo sendero, nos dan un nuevo giro, nos transportamos físicamente a la mente y nos presentamos nada menos que un viaje fascinante de la materia más misteriosa, siempre estudiada. Me gusta cómo la película No nos baula con demasiada jerga científica tratando de explicar cómo Jennifer López realmente entra en el cerebro de otro. En su lugar, ella solo se encuentra en una mesa de laboratorio y está envuelta con lo que parece muy larga twizzlers y se jacta en otra entidad. ""La celda"" quiere dejarte ""ver"" de qué se trata y no ""cómo"" se trata, y supongo que eso es lo que a algunas personas no les gusta. Es cierto, me gustan las explicaciones con mis películas, pero cuando una película se aventura en un nuevo terreno, debes dejarlo hacer lo que desea y simplemente tomarlo en. Noté cómo la película era muy oscura cuando mostraba la realidad, tal vez contrastar el brillante. Visuales cuando se encuentran dentro del cerebro de otro. No obstante, el diseño establecido era simplemente asombroso. No me sorprendería si esta película se llevara a casa unos pocos Oscars en cinematografía, los mejores disfraces, el mejor director y similares. Si estuviera depende de mí, al menos se nominaría para la mejor imagen. Me he dado cuenta de que me he estado repitiendo. No porque no haya nada más que decir, sino porque no puedo enfatizar lo suficiente, lo fantástico que pensé ""la celda"" era. Si entras en la película con una mente muy abierta y para que te tomes con las maravillas y una fiesta de cobertura de ojos, entonces te aseguraste un buen momento. Supongo que esta película fue un poco demasiado para algunas personas, escribiéndola como ""extraña"" o ""loca"". Estoy mucho en la psicología y la imaginación de la mente humana, así que estaba en mi callejón. Saliendo del teatro, escuché a un miembro de la audiencia decir: ""Quienquiera que haya hecho esa película, seguramente hizo muchas buenas drogas"". Si es así, quiero lo que estaba fumando. **** (de 4)",positive
"Esta película trató de ser demasiadas cosas, todo a la vez: punzando sátiras políticas, Hollywood Blockbuster, comedia romántica de Sappy, valores familiares promo ... la lista sigue y sigue.Falló miserablemente en todos ellos, pero hubo suficiente interés para evitar que me desvíe hasta el final. Aunque aprecio el Espíritu detrás de la guerra, inc., Me deprime que vea un esfuerzo tan torpe, especialmente cuando seaTomado por sus objetivos para reflejar la falta de la existencia de una crítica grave, en lugar de simplemente la mala redacción, dirección y producción de esta película en particular. Hay una crítica que se debe hacer sobre la corporatización de la guerra.Pero hurgando divertirse de esta manera disminuye la verdadera atrocidad de lo que está sucediendo.Me recuerda un poco de tres reyes, lo que de manera similar trivializa una causa genuina de preocupación.",negative
"Esta película fue tan frustrante.Todo parecía enérgico y estaba totalmente preparado para pasar un buen rato.Al menos pensé que podría soportarlo.Pero estaba equivocado.Primero, el bucle raro?Era como ver ""los videos caseros más divertidos de América"".Los malditos padres.Los odiaba mucho.¿La familia latina típica estéreo?Necesito hablar con la persona responsable de esto.Necesitamos tener una charla.¿Esa niña que siempre estaba colgando a alguien?Acabo de odiarla y tuve que mencionarlo.Ahora, la escena final trasciende, debo decir.Es tan glorioso y lleno de maldad que es una película propia.Que bailando de mierda.Horrible y hermoso a la vez.",negative
"'Película de guerra' es un género de Hollywood que se ha hecho y rehecho tantas veces que el diálogo de cliché, la trama de reajuste y las secuencias de acción sobre la máxima sensación parecen inevitables para cualquier conflicto que se ocupe de un combate a gran escala. Sin embargo, de vez en cuando, aparece una película de guerra que va contra el grano y trae una historia verdaderamente original y convincente a la vida en la pantalla de plata. La era de la guerra civil ""Fried Mountain"", protagonizada por Jude Dery, Nicole Kidman y Renée Zellweger es una película de este tipo. Entonces, llamando a la Montaña Cold ""Una película de guerra no es del todo precisa. Lo suficientemente precioso), la película se abre con A (literalmente, literalmente ) Secuencia de batalla rápida y sucia que pone la vergüenza de la ""gloria"" de Edward Zwick. Sin embargo, la ""montaña fría"" no se trata de la guerra civil a sí misma, ya que es sobre el período y la gente de los tiempos. La historia se centra alrededor El soldado confederado enrojecido, el soldado, desempeñado por la ley de Judas, que se disgonera con la espantosa guerra y la nostalgia por la hermosa aldea de la montaña fría, Carolina del Norte y la belleza surhernal, que dejó atrás, Ada Monroe, interpretada por Nicole Kidman. A primera vista ¡Esta configuración aparece fórmulaica a medida que el interés romántico en casa le da a la audiencia suficiente simpatía a la raíz de las tribulaciones reticentes del soldado en el campo de batalla. De hecho, los segmentos anteriores de la película son relativamente poco impresionantes e incluso un poco contraprestantes En vivo. ""Sin embargo, la Montaña Frída"", sin embargo, se necesita un giro drástico, ya que el intrépido héroe Intrepid Inman resulta ser un desertor (ahorrando incidentalmente a la audiencia del escenario potencialmente confuso de querer arraigar los confederados) y comienza una larga Odyssey Inicio. Mientras tanto, de vuelta a la granja, las formas cultivadas de ADA proban poco uso en los campos; Pronto se transforma en algo de un Wilderbeast. Al venir al rescate de Ada, es el curso, tiendum, las nails Ruby Thes, interpreten por Renée Zellweger, que ayuda a Ada a colocar la granja y, quizás lo más importante, enfrentar la soledad y el aislamiento, la guerra parece haber traído a Ada. Dentro de estas dos configuraciones, se desarrolla un retrato vívido, convincente y, a veces, muy perturbador del sur rasgado de la guerra. Los personajes con los que interactúan en el que interactúan son sorprendentemente complejos, mejorados por maravillosos actuaciones de Brendan Gleeson como el padre de Deadbeat de Ruby, Ray Winstone como un ""legislador"" no declarado, y Natalie Portman, como una joven madre profundamente problemática y aislada. Todos han sido considerados enormemente afectados y cambiados por ""la guerra de la agresión del norte"", en su mayoría para peor. El mensaje antienvolumen oscuro, impregnado, acentuado por una puntuación efectiva y inquietante y hermosas hermosas tomas de Virginia y Carolina del Norte, se comunica a la audiencia, no tanto por las escenas de batalla espantosas como por la tierra cicatrizada y las personas traumatizadas para las cuales la guerra fue luchado Aunque las armas y tácticas de la guerra en sí han cambiado mucho en el siglo pasado, es un efecto infernal en la tierra es pertinente atemporamente. Elirector Anthony Minghella logra mantener este ambiente sombrío para la mayor parte de la película, pero el ambiente lamentablemente denigrado por un lugar más bien Climax tepid que hace poca justicia a los personajes maravillosamente formados. La historia de amor entre el inman y la ADA se destaca torpemente al principio y al final de la película, aunque la naturaleza intrínsecamente distante, abstraída e incluso absurda de su relación en una forma se ajusta a la naturaleza triste del resto de la trama. No hay error, ""Cold Mountain"" no tiene los rasgos de un buen romance ni un drama de guerra inspirador. Es una visión única de una era que está segura de no solo entretener, sino también para absorber verdaderamente a la audiencia en las vidas de una gente desgarrada por una guerra y completamente desesperada por deshacerse de sus terribles repercusiones por completo.",positive
"Tenso y orgánicamente, el crossfire de Edward Dmytryk es un thriller de suspenso distintivo, una película improbable de ""mensaje"" usando el aspecto y los dispositivos del ciclo de Noir. En cuanto a Washington, DC, una compañía de soldados enfrentamos a su inquietud al salir de las barras. Tres de ellos terminan en el apartamento de un extraño donde Robert Ryan, borracho y beligerante, supera a su anfitrión (Sam Levene) hasta la muerte porque es judío. El detective de la policía Robert Young investiga con la ayuda de Robert Mitchum, que está asignado al atuendo de Ryan. La sospecha cae en la segunda de las tres (George Cooper), que ha desaparecido. Ryan mata al tercer amigo (Steve Brodie) para asegurar su silencio antes de que los jóvenes se cierren. By Pay PAXTON, Dmytryk, Dmytryk dibuja actuaciones precisas de sus tres bobs protagonistas. Ryan, naturalmente, hace su masculino blanco prototípico enojado (y hasta la empuñadura), mientras que Mitchum sajera con su alerta característica, la incorporación (su papel, sin embargo, no es central); Young puede que nunca haya sido mejor. Gloria Grahame le da a su primera interpretación totalmente con flecha del vagabundo, vulnerable vulnerable, y, como un saco triste, que le ha negado a su vida, Paul Kelly nos persigue en un papel pequeño y periférico que hace memorable. El DMYTRYK políticamente comprometido quizás Inevitablemente a Succums a sermonear, pero está bastante limitado a la reminiscencia de los jóvenes de cómo su abuelo irlandés murió a las manos de los fanáticos un siglo antes (por lo tanto, por cierto, estirando la cronología al límite). Al menos no hay ningún intento de hacer una explicación, sin embargo, Glib, de por qué Ryan odia a los judíos (y Hillbillies y ...). Curiosamente, Crossfire sobrevive incluso en el mayor cambio, la novela se basa en (Richard Brooks ' Ladrillo Foxhole) tratado con un asesinato gay-golpeando. Pero la homosexualidad en 1947 todavía estaba más allá de lo pálido. Sin embargo, las noticias del Holocausto tenían, sin embargo, comenzó a surgir de las cenizas de Europa, por lo que Hollywood se sintió envalentonada para registrar su protesta contra el antisemitismo (los estudios siempre temblan ante la posibilidad de ofender a cualquier posible comprador de boletos). Pero mientras que el cambio de Homofobia al antisemitismo funciona en general, los detalles no se ajustan tan suavemente. La víctima que charla con un soldado solitario solitario y borracho, lo que lo invitó a su regreso a su casa parece extraño, aunque (o especialmente ya que) hay una novia a poca distancia. Plantea la cuestión de si este escenario se mantuvo inadvertidamente o se dejó como una punta discreta al motor original que genera la rabia asesina de Ryan.",positive
"""Ardh Satya"" es una de las mejores películas que se haya hecho en el cine indio. Dirigida por el Gran Director Govind Nihalani, este es el cine paralelo más exitoso, que también resultó ser un éxito comercial. Incluso hoy en día, Ardh Satya es una inspiración para todos los directores líderes de la India. La película cuenta el escenario de la vida real de la policía de Mumbai de los años 70. A diferencia de cualquier policía de otras ciudades en la India, la policía de Mumbai abarca un sistema diferente por completo. Govind Nihalani crea un desembolso muy práctico con el enfoque de la vida real del entorno policial de Mumbai. Varios oficiales y colegas de la policía, la película describe la historia de Anand Velankar, un joven policía de sangre caliente proveniente de una familia pobre. Su padre es un agente de policía áspera. El mismo anando sufre de las ideologías e incidencias de su padre de las atrocidades de su padre en su madre. El enfoque de Anand hacia la acción inmediata contra el crimen, es un deseo inerte para su propia satisfacción laboral. La película está aquí girada en una parcela en la que los esfuerzos constantes de Anand contra el crimen son pisoteados por sus mayores. Esto conduce a frustraciones, ya que no puede lograr la satisfacción laboral deseada. Resultando de las frustraciones, su ira se expresa en excesiva violencia en las salas y bares de remordimientos, también lo convierten en un alcohólico. El espíritu dentro de él sigue vivo, ya que lucha constantemente al sistema. Él es consciente del sistema del metro, donde la policía y los políticos están asociados inercamente con el extremo lejano. Su compromiso hacia la práctica no ética es negativa. Finalmente se suspende. La dirección es una pieza maestra y un núcleo muy duro. Una de las mejores escenas memorables es cuando el andán se rompe en la casa del gángster de los gángsters de Rama de Rama para arrestarlo, seguido de una conversación corta que es fantástica. En muchas escenas, la película tiene momentos de levantamiento de cabello. El enfoque práctico del guión es un golpe importante. El alcoholismo, la corrupción, la influencia política, el coraje, las decisiones son parte integral de la policía de Mumbai incluso hoy en día. Esos aspectos son tratados brillantemente. Finalmente, las películas pertenecen a la demostración de un hombre, Om Puri retrató a And y Velankar atravesando todas sus emociones absolutamente brillantemente.",positive
"Mi primera exposición a los templarios y no es una buena.Estaba emocionado de encontrar este título entre las ofrendas del video de Anchor Bay, que nos ha traído otros clásicos de culto, como ""Spider Baby"".La calidad de impresión es excelente, pero esto solo no puede ocultar el hecho de que la película es mortal aburrida.Hay una secuencia de apertura emocionante en la que los aldeanos exigen una venganza terrible en los templarios (y establecen todo el motivo), pero todo lo demás en la película es lento, pesado y, en última instancia, sin satisfacer.Añadiendo insulto a la lesión: la película fue apodada, no subtitulada, como se prometió en la chaqueta de video.",negative
"Una de las citas más significativas de toda la película se pronuncia a mitad de camino por el protagonista, la mafia, el hombre medio Titta di Girolamo, un hombre físico no descriptivo, de mediana edad, originalmente de Salerno en el sur de Italia. Cuando le presentamos al inicio de la película, ha estado viviendo una no vida en un hotel elegante pero estéril en el cantón de Switzerland de habla italiana durante los últimos diez años, realizando una empresa que solo presentamos gradualmente . Si bien esta escena pivotante pero aparentemente transparente tiene lugar a los empleados del banco suizo que normalmente cuentan el efectivo de Di Girolamo, le dice que 10,000 dólares faltan en su maleta habitual llena de billetes de banco apilados. En la noticia, él silenciosamente, pero heladamente amenaza con su gerente del banco coaxial de querer cerrar su cuenta. Mientras tanto, nos dice, los espectadores, que cuando se acantilan, tienes que acallarte hasta el final sin temor a ser atrapado o apareciendo ridículo. Él dice: No puedes aclarar por un tiempo y luego a la mitad, decir la verdad. Eventualmente, habiendo hecho esto, se hizo impulsado solo a la mitad y dijo la verdad, y habiendo aceptado las consecuencias de la vida y, en última instancia, el amor, es exactamente la razón detrás del comienzo de los problemas de Titta di Girolamo. Este personaje inicialmente antipático, un canto, taciturno, taciturno, cortaduría al borde de 50, un hombre que ni siquiera responderá en especie a camareras y camareras que dicen hola y adiós, se convierte en un momento en que el espectador se preocupa profundamente. En un momento dado su vida, Titta decide sentir preocupación por aparecer ""ridículo"". La primera mitad de la película puede ser descrita como ""lenta"" por algunos. De hecho, revela los días y las noches de Di Girolamo en ese hotel a un ritmo extraño, deliberado, revelando detalles aparentemente mundanos e irrelevantes. Sin embargo, las escenas que puedan haber parecido innecesarias revelan cuán es lo que es lo esencial que son como esta película construida magistralmente e innovadora se desarrolla ante sus ojos. La existencia de Titta di Girolamo: el hombre sin imaginación, identidad o vida, el personaje antipático que termina inesperadamente, por lo que, por lo que menos pensaste que lo harías, también se transmite con secuencias elegantemente editadas y un uso muy interesante de la música (uno El tema de los tableros de banda escocesa de Canadá se destacó especialmente). Nunca fue el contraste entre la forma en que Hollywood e Italia tratan a los mafiosos más en desacuerdo que desde la liberación de películas, como Le CONSEGUENZE DELL'AMORE o L'Imbalsamatore. Otro elemento interesante fue la forma en que la película hizo uso del insomnio del protagonista. No, a diferencia del maquinista (y de una manera mucho más explícita, el insomnio de la película de Al Pacino), Le Consokenze Dell'Amore usa esta condición para simbolizar un malestar emocional más profundo que se ha emborrado tan profundamente en la oscuridad del inconsciente, es casi imposible Pin-Point su causa (si es de hecho hay una). El joven y simpático de la camarera del hotel Sofía (interpretado por Olivia Magnani, nieta de la legendaria Anna) y el recuerdo de la mejor amiga de Titta, un hombre que no ha visto en 20 años, inesperadamente proporciona una pequeña ventana en la vida que Titta Titta Eventualmente (aunque tentativamente al principio) acepta mirar nuevamente. Aunque nunca se deletrea explícitamente, el espectador sabe que a un hombre como Titta, aceptar las consecuencias del amor tendrá consecuencias inimaginables. Una película sin una sola escena de sexo o violencia, una película que se desarrolla en su propio tiempo y no concede nada a las expectativas del espectador, Le Consokenze Dell'Amore es un excelente representante de ese pequeño y tranquilo renacimiento discreto que se ha llevado a cabo en Cine italiano desde la disminución de Cinecittà durante la segunda mitad de los años 70. El mundo está esperando que Italia produzca más tarifas similares a IL Postino, más películas de estilo de la Vita è Bella ... que descuidan explorar finas creaciones como Le CONSUEGUENZE DELL'AMORE, L'Imbalsamatore y otros. Tu pérdida, mundo.",positive
